Stabilimento.: 149 - Disegno.: Tutti - Validi al.: 18-06-2018 - Configurazione.: Tutti
"Stabilimento";"Desc.Stabilimento";"Disegno";"Desc.Disegno";"Mdr";"Desc.Mdr";"Qta Mdr";"Ultimo utilizzo";"Inizio validita'";"Fine validita'";"Data caricamento";
"149";"SEVEL Val di Sangro Carrozzeria";"01390263080";"TAPPO SX CHIUSURA POST";"6280";"CASSETTA RL-KLT";"400";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01392504080";"VITE TEFL. M12X1.25X60";"3147";"CASSETTA RL-KLT";"100";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01392506080";"BOTTONE DI FISSAGGIO";"6280";"CASSETTA RL-KLT";"10000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"01394323080";"KIT RIPARAZ. PNEU.MEDIUM (400 ML)";"4900";"CASSETTA ODETTE";"90";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"07352669570";"BOTTONE DI FISSAGGIO NERO";"6280";"CASSETTA RL-KLT";"15000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"07353504820";"BOTTONE DI FISSAGGIOANTRAC.SATIN.GRIGIO";"4280";"CASSETTA RL-KLT";"7500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"07354647210";"BOTTONE DI FISSAGGIOANTRAC.SATIN.GRIGIO";"4280";"CASSETTA RL-KLT";"2500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"07354671080";"BOTTONE DI FISSAGGIOANTRAC.SATIN.GRIGIO";"6280";"CASSETTA RL-KLT";"5000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"07354806530";"BOTTONE DI FISSAGGIOANTRAC.SATIN.GRIGIO";"6280";"CASSETTA RL-KLT";"2000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"07355295380";"LUCE INTERNA  (PLAF.GRIGIO CHIARO";"1002";"IMBALLO FITTIZI";"720";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"07355327910";"BOTTONE DI FISSAGGIONEUTRO CIELO";"6280";"CASSETTA RL-KLT";"5000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"07355327920";"BOTTONE DI FISSAGGIONEUTRO CIELO";"6280";"CASSETTA RL-KLT";"9000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"07355361780";"BOTTONE DI FISSAGGIONERO";"4280";"CASSETTA RL-KLT";"3500";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"07355459090";"BOTTONE DI FISSAGGIONEUTRO CIELO";"6280";"CASSETTA RL-KLT";"10000";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"07355786210";"FREGIO FIAT ROSSO";"4910";"CASSETTA ODETTE";"72";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"07355852040";"CS.SPECCHIO RETR INT";"1002";"IMBALLO FITTIZI";"288";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"08119000310";"VITE(NORMALE)ESALOB. FLANGIA M10X1,5X50";"3147";"CASSETTA RL-KLT";"250";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
"149";"SEVEL Val di Sangro Carrozzeria";"09643559780";"PIGNONE CAMBIO C547 CRONO";"4280";"CASSETTA RL-KLT";"900";"14-NOV-17";"14-NOV-17";"31/12/3999";"14-NOV-17";
